0.000000000000000000e+00,0.000000000000000000e+00
9.696969696969697239e-01,2.020202020202020374e-02
9.393939393939394478e-01,4.040404040404040747e-02
9.090909090909090606e-01,6.060606060606060774e-02
8.787878787878787845e-01,8.080808080808081495e-02
8.484848484848483974e-01,1.010101010101010222e-01
8.181818181818181213e-01,1.212121212121212155e-01
7.878787878787878451e-01,1.414141414141414366e-01
7.575757575757575690e-01,1.616161616161616299e-01
7.272727272727272929e-01,1.818181818181818232e-01
6.969696969696969058e-01,2.020202020202020443e-01
6.666666666666666297e-01,2.222222222222222376e-01
6.363636363636363535e-01,2.424242424242424310e-01
6.060606060606059664e-01,2.626262626262626521e-01
5.757575757575756903e-01,2.828282828282828731e-01
5.454545454545454142e-01,3.030303030303030387e-01
5.151515151515151381e-01,3.232323232323232598e-01
4.848484848484847509e-01,3.434343434343434809e-01
4.545454545454545858e-01,3.636363636363636465e-01
4.242424242424241987e-01,3.838383838383838675e-01
3.939393939393938116e-01,4.040404040404040886e-01
3.636363636363636465e-01,4.242424242424242542e-01
3.333333333333332593e-01,4.444444444444444753e-01
3.030303030303029832e-01,4.646464646464646964e-01
2.727272727272727071e-01,4.848484848484848619e-01
2.424242424242424310e-01,5.050505050505050830e-01
2.121212121212120438e-01,5.252525252525253041e-01
1.818181818181816567e-01,5.454545454545455252e-01
1.515151515151513806e-01,5.656565656565657463e-01
1.212121212121212155e-01,5.858585858585858563e-01
9.090909090909082835e-02,6.060606060606060774e-01
6.060606060606055223e-02,6.262626262626262985e-01
3.030303030303027612e-02,6.464646464646465196e-01
0.000000000000000000e+00,6.666666666666667407e-01
9.696969696969695018e-01,6.868686868686869618e-01
9.393939393939392257e-01,7.070707070707071829e-01
9.090909090909091717e-01,7.272727272727272929e-01
8.787878787878786735e-01,7.474747474747475140e-01
8.484848484848483974e-01,7.676767676767677351e-01
8.181818181818181213e-01,7.878787878787879562e-01
7.878787878787876231e-01,8.080808080808081773e-01
7.575757575757573470e-01,8.282828282828283983e-01
7.272727272727272929e-01,8.484848484848485084e-01
6.969696969696967948e-01,8.686868686868687295e-01
6.666666666666665186e-01,8.888888888888889506e-01
6.363636363636362425e-01,9.090909090909091717e-01
6.060606060606059664e-01,9.292929292929293927e-01
5.757575757575756903e-01,9.494949494949496138e-01
5.454545454545454142e-01,9.696969696969697239e-01
5.151515151515151381e-01,9.898989898989899450e-01
4.848484848484848619e-01,1.010101010101016605e-02
4.545454545454541417e-01,3.030303030303049816e-02
4.242424242424240877e-01,5.050505050505060822e-02
3.939393939393940336e-01,7.070707070707071829e-02
3.636363636363633134e-01,9.090909090909105039e-02
3.333333333333332593e-01,1.111111111111111605e-01
3.030303030303027612e-01,1.313131313131314926e-01
2.727272727272724850e-01,1.515151515151516026e-01
2.424242424242424310e-01,1.717171717171717127e-01
2.121212121212119328e-01,1.919191919191920448e-01
1.818181818181816567e-01,2.121212121212121549e-01
1.515151515151513806e-01,2.323232323232324870e-01
1.212121212121211045e-01,2.525252525252525970e-01
9.090909090909060630e-02,2.727272727272729291e-01
6.060606060606055223e-02,2.929292929292930392e-01
3.030303030303027612e-02,3.131313131313131493e-01
0.000000000000000000e+00,3.333333333333334814e-01
9.696969696969697239e-01,3.535353535353535914e-01
9.393939393939390037e-01,3.737373737373739235e-01
9.090909090909091717e-01,3.939393939393940336e-01
8.787878787878784514e-01,4.141414141414143657e-01
8.484848484848481753e-01,4.343434343434344758e-01
8.181818181818183433e-01,4.545454545454545858e-01
7.878787878787876231e-01,4.747474747474749179e-01
7.575757575757573470e-01,4.949494949494950280e-01
7.272727272727270709e-01,5.151515151515153601e-01
6.969696969696967948e-01,5.353535353535354702e-01
6.666666666666665186e-01,5.555555555555555802e-01
6.363636363636362425e-01,5.757575757575759123e-01
6.060606060606059664e-01,5.959595959595960224e-01
5.757575757575752462e-01,6.161616161616163545e-01
5.454545454545454142e-01,6.363636363636364646e-01
5.151515151515146940e-01,6.565656565656567967e-01
4.848484848484844179e-01,6.767676767676769067e-01
4.545454545454545858e-01,6.969696969696970168e-01
4.242424242424238656e-01,7.171717171717173489e-01
3.939393939393935895e-01,7.373737373737374590e-01
3.636363636363633134e-01,7.575757575757577911e-01
3.333333333333330373e-01,7.777777777777779011e-01
3.030303030303027612e-01,7.979797979797982332e-01
2.727272727272724850e-01,8.181818181818183433e-01
2.424242424242422089e-01,8.383838383838384534e-01
2.121212121212119328e-01,8.585858585858587855e-01
1.818181818181816567e-01,8.787878787878788955e-01
1.515151515151513806e-01,8.989898989898992276e-01
1.212121212121211045e-01,9.191919191919193377e-01
9.090909090909082835e-02,9.393939393939394478e-01
6.060606060606055223e-02,9.595959595959597799e-01
3.030303030303027612e-02,9.797979797979798899e-01
0.000000000000000000e+00,0.000000000000000000e+00
